20170822205032,10.0.0.2,51640,10.0.0.1,5001,3,0.0-1.0,1310720,10485760
20170822205033,10.0.0.2,51640,10.0.0.1,5001,3,1.0-2.0,1310720,10485760
20170822205034,10.0.0.2,51640,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20170822205035,10.0.0.2,51640,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20170822205036,10.0.0.2,51640,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20170822205037,10.0.0.2,51640,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20170822205038,10.0.0.2,51640,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20170822205039,10.0.0.2,51640,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20170822205040,10.0.0.2,51640,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20170822205041,10.0.0.2,51640,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20170822205042,10.0.0.2,51640,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20170822205043,10.0.0.2,51640,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20170822205044,10.0.0.2,51640,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20170822205045,10.0.0.2,51640,10.0.0.1,5001,3,13.0-14.0,1310720,10485760
20170822205046,10.0.0.2,51640,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20170822205047,10.0.0.2,51640,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20170822205048,10.0.0.2,51640,10.0.0.1,5001,3,16.0-17.0,917504,7340032
20170822205049,10.0.0.2,51640,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20170822205050,10.0.0.2,51640,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20170822205051,10.0.0.2,51640,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20170822205052,10.0.0.2,51640,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20170822205053,10.0.0.2,51640,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20170822205054,10.0.0.2,51640,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20170822205055,10.0.0.2,51640,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20170822205056,10.0.0.2,51640,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20170822205057,10.0.0.2,51640,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20170822205058,10.0.0.2,51640,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20170822205059,10.0.0.2,51640,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20170822205100,10.0.0.2,51640,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20170822205101,10.0.0.2,51640,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20170822205102,10.0.0.2,51640,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20170822205103,10.0.0.2,51640,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20170822205104,10.0.0.2,51640,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20170822205105,10.0.0.2,51640,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20170822205106,10.0.0.2,51640,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20170822205107,10.0.0.2,51640,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20170822205108,10.0.0.2,51640,10.0.0.1,5001,3,36.0-37.0,1310720,10485760
20170822205109,10.0.0.2,51640,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20170822205110,10.0.0.2,51640,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20170822205111,10.0.0.2,51640,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20170822205112,10.0.0.2,51640,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20170822205113,10.0.0.2,51640,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20170822205114,10.0.0.2,51640,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20170822205115,10.0.0.2,51640,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20170822205116,10.0.0.2,51640,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20170822205117,10.0.0.2,51640,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20170822205118,10.0.0.2,51640,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20170822205119,10.0.0.2,51640,10.0.0.1,5001,3,47.0-48.0,1048576,8388608
20170822205120,10.0.0.2,51640,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20170822205121,10.0.0.2,51640,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20170822205122,10.0.0.2,51640,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20170822205123,10.0.0.2,51640,10.0.0.1,5001,3,51.0-52.0,1310720,10485760
20170822205124,10.0.0.2,51640,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20170822205125,10.0.0.2,51640,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20170822205126,10.0.0.2,51640,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20170822205127,10.0.0.2,51640,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20170822205128,10.0.0.2,51640,10.0.0.1,5001,3,56.0-57.0,1048576,8388608
20170822205129,10.0.0.2,51640,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20170822205130,10.0.0.2,51640,10.0.0.1,5001,3,58.0-59.0,1179648,9437184
20170822205131,10.0.0.2,51640,10.0.0.1,5001,3,59.0-60.0,1310720,10485760
20170822205131,10.0.0.2,51640,10.0.0.1,5001,3,0.0-60.3,71434240,9478032
