1509140436.609879,0
1509140436.624096,0
1509140436.638445,0
1509140436.651696,0
1509140436.664439,0
1509140436.676790,0
1509140436.689291,0
1509140436.701614,0
1509140436.715712,0
1509140436.727874,0
1509140436.740646,0
1509140436.752873,0
1509140436.765459,0
1509140436.778508,0
1509140436.790709,0
1509140436.805503,0
1509140436.819305,0
1509140436.832227,0
1509140436.844927,0
1509140436.857143,0
1509140436.870264,0
1509140436.886416,0
1509140436.900469,0
1509140436.915059,0
1509140436.929056,0
1509140436.941229,0
1509140436.953614,0
1509140436.965791,0
1509140436.978223,0
1509140436.991348,0
1509140437.003602,0
1509140437.016079,0
1509140437.029425,0
1509140437.041628,0
1509140437.053826,0
1509140437.066176,0
1509140437.078360,0
1509140437.090518,0
1509140437.102714,0
1509140437.115061,0
1509140437.128557,0
1509140437.143092,0
1509140437.156626,0
1509140437.169772,0
1509140437.182268,0
1509140437.194598,0
1509140437.207114,0
1509140437.219792,0
1509140437.233165,0
1509140437.246356,0
1509140437.262593,0
1509140437.276062,0
1509140437.289173,0
1509140437.301596,0
1509140437.314420,0
1509140437.327639,0
1509140437.341093,0
1509140437.353366,0
1509140437.367187,0
1509140437.379924,0
1509140437.392153,0
1509140437.405456,0
1509140437.419113,0
1509140437.431880,0
1509140437.445119,0
1509140437.458433,0
1509140437.470715,0
1509140437.483289,0
1509140437.495416,0
1509140437.507879,0
1509140437.520034,0
1509140437.533085,0
1509140437.545294,0
1509140437.557688,0
1509140437.569963,0
1509140437.583503,0
1509140437.596365,0
1509140437.609704,0
1509140437.623027,0
1509140437.635777,0
1509140437.648100,0
1509140437.661274,0
1509140437.675619,0
1509140437.687898,0
1509140437.701378,0
1509140437.714228,0
1509140437.727261,0
1509140437.743373,0
1509140437.756595,0
1509140437.769466,0
1509140437.782663,0
1509140437.797698,0
1509140437.810624,0
1509140437.822876,0
1509140437.835916,0
1509140437.848220,0
1509140437.860647,0
1509140437.873607,0
1509140437.888219,0
1509140437.903476,0
1509140437.916488,0
1509140437.928910,0
1509140437.941235,0
1509140437.954081,0
1509140437.967090,0
1509140437.979840,0
1509140437.993854,0
1509140438.007357,0
1509140438.020510,0
1509140438.033433,0
1509140438.046890,0
1509140438.060205,0
1509140438.073326,0
1509140438.085604,0
1509140438.100307,0
1509140438.115283,0
1509140438.127913,0
1509140438.141001,0
1509140438.153242,0
1509140438.165717,0
1509140438.177905,0
1509140438.189998,0
1509140438.203766,0
1509140438.219272,0
1509140438.234743,0
1509140438.247920,0
1509140438.261866,0
1509140438.274227,0
1509140438.288201,0
1509140438.302171,0
1509140438.314483,0
1509140438.326936,0
1509140438.347170,0
1509140438.360329,0
1509140438.374012,0
1509140438.386332,0
1509140438.398765,0
1509140438.411149,0
1509140438.424905,0
1509140438.437622,0
1509140438.449795,0
1509140438.462155,1
1509140438.474503,0
1509140438.486896,0
1509140438.501432,0
1509140438.514716,0
1509140438.527633,0
1509140438.539974,0
1509140438.552295,0
1509140438.565294,0
1509140438.578506,0
1509140438.590984,0
1509140438.603304,0
1509140438.616315,0
1509140438.629563,0
