3.085791468 192.168.1.101:51473 172.217.4.101:443 92 0x64e5fdd9 0x64e5fdab 10 2147483647 48128 27434 40448
3.095189998 192.168.1.101:54940 74.125.201.189:443 92 0x33535bb5 0x33535b87 10 2147483647 47360 43587 31744
3.096411593 192.168.1.101:54940 74.125.201.189:443 32 0x33535bb5 0x33535bb5 10 2147483647 47360 41137 31744
3.172543878 192.168.1.101:45854 74.125.132.189:443 32 0xdb17a692 0xdb17a48d 10 2147483647 42408 28452 29696
3.173668973 192.168.1.101:45854 74.125.132.189:443 184 0xdb17a692 0xdb17a692 10 2147483647 43520 27963 29696
3.195688800 192.168.1.101:45854 74.125.132.189:443 32 0xdb17ac59 0xdb17a692 10 2147483647 43520 27963 30720
3.196551630 192.168.1.101:45854 74.125.132.189:443 101 0xdb17ac59 0xdb17ac59 10 2147483647 47360 27179 30720
3.196559908 192.168.1.101:45854 74.125.132.189:443 70 0xdb17ac59 0xdb17ac59 10 2147483647 47360 27179 30720
3.202104985 192.168.1.101:45854 74.125.132.189:443 421 0xdb17ac7f 0xdb17ac59 10 2147483647 47360 27179 30720
3.202854289 192.168.1.101:45854 74.125.132.189:443 92 0xdb17ac7f 0xdb17ac59 10 2147483647 47360 27179 30720
3.256576336 192.168.1.101:45854 74.125.132.189:443 32 0xdb17ac7f 0xdb17ac59 10 2147483647 47360 27179 31744
4.049651447 127.0.0.1:6633 127.0.0.1:41722 40 0xb8c4dd74 0xb8c4dd74 10 2147483647 44032 11653 45056
4.050206992 127.0.0.1:41722 127.0.0.1:6633 40 0xf29e2d50 0xf29e2d48 10 2147483647 45056 663 44032
4.050215438 127.0.0.1:6633 127.0.0.1:41722 32 0xb8c4dd7c 0xb8c4dd74 10 2147483647 44032 11653 45056
9.049723250 127.0.0.1:6633 127.0.0.1:41722 40 0xb8c4dd7c 0xb8c4dd7c 10 2147483647 44032 10198 45056
9.050316267 127.0.0.1:41722 127.0.0.1:6633 40 0xf29e2d58 0xf29e2d50 10 2147483647 45056 652 44032
9.050325381 127.0.0.1:6633 127.0.0.1:41722 32 0xb8c4dd84 0xb8c4dd7c 10 2147483647 44032 10198 45056
14.049642617 127.0.0.1:6633 127.0.0.1:41722 40 0xb8c4dd84 0xb8c4dd84 10 2147483647 44032 8925 45056
14.050023557 127.0.0.1:41722 127.0.0.1:6633 40 0xf29e2d60 0xf29e2d58 10 2147483647 45056 647 44032
14.050031900 127.0.0.1:6633 127.0.0.1:41722 32 0xb8c4dd8c 0xb8c4dd84 10 2147483647 44032 8925 45056
14.456458151 127.0.0.1:6633 127.0.0.1:41722 136 0xb8c4dd8c 0xb8c4dd8c 10 2147483647 44032 7811 45056
14.456913400 127.0.0.1:41722 127.0.0.1:6633 112 0xf29e2dc8 0xf29e2d60 10 2147483647 45056 616 44032
14.456922060 127.0.0.1:6633 127.0.0.1:41722 32 0xb8c4dddc 0xb8c4dd8c 10 2147483647 44032 7811 45056
14.467255197 127.0.0.1:6633 127.0.0.1:41722 136 0xb8c4dddc 0xb8c4dddc 10 2147483647 44032 6836 45056
14.467643743 127.0.0.1:41722 127.0.0.1:6633 112 0xf29e2e30 0xf29e2dc8 10 2147483647 45056 598 44032
14.490940291 10.0.0.2:5001 10.0.0.1:44203 76 0x82065faf 0x82065faf 10 2147483647 29696 24000 28560
14.490956437 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 28672
14.491577001 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 31744
14.499703124 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 34816
14.501295086 10.0.0.1:44203 10.0.0.2:5001 40 0x8868bf32 0x88688ce6 10 2147483647 28560 21755 29696
14.501325097 10.0.0.1:44203 10.0.0.2:5001 40 0x8868ca5a 0x88688cfe 11 2147483647 28672 21922 29696
14.501655688 10.0.0.1:44203 10.0.0.2:5001 40 0x8868d582 0x88689292 12 2147483647 31744 22063 29696
14.504836512 127.0.0.1:6633 127.0.0.1:41722 32 0xb8c4de2c 0xb8c4dddc 10 2147483647 44032 6836 45056
14.508648827 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 37376
14.511170876 10.0.0.1:44203 10.0.0.2:5001 40 0x8868e0aa 0x88689826 13 2147483647 34816 22230 29696
14.516693265 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 40448
14.518809523 10.0.0.1:44203 10.0.0.2:5001 40 0x8868ebd2 0x88689dba 14 2147483647 37376 23565 29696
14.523900637 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 43520
14.526809422 10.0.0.1:44203 10.0.0.2:5001 40 0x8868f6fa 0x8868a34e 15 2147483647 40448 25687 29696
14.532675178 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 46080
14.533938512 10.0.0.1:44203 10.0.0.2:5001 40 0x88690222 0x8868a8e2 16 2147483647 43520 28543 29696
14.540091614 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 49152
14.542811026 10.0.0.1:44203 10.0.0.2:5001 40 0x88690d4a 0x8868ae76 17 2147483647 46080 31933 29696
14.548687350 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 52224
14.550652488 10.0.0.1:44203 10.0.0.2:5001 40 0x88691872 0x8868b40a 18 2147483647 49152 36007 29696
14.556207884 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 55296
14.558842315 10.0.0.1:44203 10.0.0.2:5001 40 0x8869239a 0x8868b99e 19 2147483647 52224 40556 29696
14.564238528 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 57856
14.566817430 10.0.0.1:44203 10.0.0.2:5001 40 0x88692ec2 0x8868bf32 20 2147483647 55296 45554 29696
14.572395547 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 60928
14.575122733 10.0.0.1:44203 10.0.0.2:5001 40 0x886939ea 0x8868c4c6 21 2147483647 57856 48060 29696
14.580443729 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 63488
14.582535024 10.0.0.1:44203 10.0.0.2:5001 40 0x88694512 0x8868ca5a 22 2147483647 60928 51291 29696
14.588536078 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 66560
14.591719632 10.0.0.1:44203 10.0.0.2:5001 40 0x8869503a 0x8868cfee 23 2147483647 63488 55044 29696
14.596603928 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 69120
14.598606729 10.0.0.1:44203 10.0.0.2:5001 40 0x88695b62 0x8868d582 24 2147483647 66560 59483 29696
14.604704927 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 72192
14.606733234 10.0.0.1:44203 10.0.0.2:5001 40 0x8869668a 0x8868db16 25 2147483647 69120 64173 29696
14.612710578 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 75264
14.615143798 10.0.0.1:44203 10.0.0.2:5001 40 0x886971b2 0x8868e0aa 26 2147483647 72192 69290 29696
14.620759670 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 77824
14.622845270 10.0.0.1:44203 10.0.0.2:5001 40 0x88697cda 0x8868e63e 27 2147483647 75264 73639 29696
14.631257503 10.0.0.1:44203 10.0.0.2:5001 40 0x88698802 0x8868ebd2 28 2147483647 77824 78404 29696
14.631306292 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 80896
14.636995582 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 83456
14.641876342 10.0.0.1:44203 10.0.0.2:5001 40 0x8869932a 0x8868f166 29 2147483647 80896 82675 29696
14.644997294 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 86528
14.647133398 10.0.0.1:44203 10.0.0.2:5001 40 0x88699e52 0x8868f6fa 30 29 83456 87739 29696
14.653130306 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 89600
14.656571933 10.0.0.1:44203 10.0.0.2:5001 40 0x8869a3e6 0x8868fc8e 30 29 86528 91830 29696
14.661903753 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 92160
14.663325058 10.0.0.1:44203 10.0.0.2:5001 40 0x8869a97a 0x88690222 30 29 89600 96590 29696
14.669603408 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 95232
14.672135859 10.0.0.1:44203 10.0.0.2:5001 40 0x8869af0e 0x886907b6 30 29 92160 100709 29696
14.677373120 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 97792
14.680479409 10.0.0.1:44203 10.0.0.2:5001 40 0x8869b4a2 0x88690d4a 30 29 95232 105415 29696
14.686186419 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 100864
14.687505546 10.0.0.1:44203 10.0.0.2:5001 40 0x8869ba36 0x886912de 30 29 97792 109470 29696
14.694812491 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 103424
14.696317905 10.0.0.1:44203 10.0.0.2:5001 40 0x8869bfca 0x88691872 30 29 100864 113895 29696
14.701585713 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 106496
14.705488429 10.0.0.1:44203 10.0.0.2:5001 40 0x8869c55e 0x88691e06 30 29 103424 117882 29696
14.710892413 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 109568
14.712009645 10.0.0.1:44203 10.0.0.2:5001 40 0x8869caf2 0x8869239a 30 29 106496 122515 29696
14.717658236 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 112128
14.721051994 10.0.0.1:44203 10.0.0.2:5001 40 0x8869d086 0x8869292e 30 29 109568 126368 29696
14.726562506 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 115200
14.727753869 10.0.0.1:44203 10.0.0.2:5001 40 0x8869d61a 0x88692ec2 30 29 112128 130872 29696
14.733816176 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 117760
14.736696554 10.0.0.1:44203 10.0.0.2:5001 40 0x8869e142 0x88693456 31 29 115200 134653 29696
14.741937910 10.0.0.2:5001 10.0.0.1:44203 1480 0x82065faf 0x82065faf 10 2147483647 29696 24000 120832
14.743939103 10.0.0.1:44203 10.0.0.2:5001 40 0x8869e6d6 0x886939ea 31 29 117760 139080 29696
