20170824223957,10.0.0.2,36713,10.0.0.1,5001,3,0.0-1.0,4456448,35651584
20170824223958,10.0.0.2,36713,10.0.0.1,5001,3,1.0-2.0,5373952,42991616
20170824223958,10.0.0.2,36713,10.0.0.1,5001,3,2.0-3.0,5373952,42991616
20170824224000,10.0.0.2,36713,10.0.0.1,5001,3,3.0-4.0,5898240,47185920
20170824224001,10.0.0.2,36713,10.0.0.1,5001,3,4.0-5.0,5767168,46137344
20170824224002,10.0.0.2,36713,10.0.0.1,5001,3,5.0-6.0,5767168,46137344
20170824224003,10.0.0.2,36713,10.0.0.1,5001,3,6.0-7.0,5767168,46137344
20170824224003,10.0.0.2,36713,10.0.0.1,5001,3,7.0-8.0,5373952,42991616
20170824224004,10.0.0.2,36713,10.0.0.1,5001,3,8.0-9.0,5767168,46137344
20170824224005,10.0.0.2,36713,10.0.0.1,5001,3,9.0-10.0,5898240,47185920
20170824224007,10.0.0.2,36713,10.0.0.1,5001,3,10.0-11.0,5898240,47185920
20170824224008,10.0.0.2,36713,10.0.0.1,5001,3,11.0-12.0,6029312,48234496
20170824224009,10.0.0.2,36713,10.0.0.1,5001,3,12.0-13.0,5767168,46137344
20170824224010,10.0.0.2,36713,10.0.0.1,5001,3,13.0-14.0,5636096,45088768
20170824224011,10.0.0.2,36713,10.0.0.1,5001,3,14.0-15.0,5767168,46137344
20170824224012,10.0.0.2,36713,10.0.0.1,5001,3,15.0-16.0,5767168,46137344
20170824224013,10.0.0.2,36713,10.0.0.1,5001,3,16.0-17.0,5636096,45088768
20170824224014,10.0.0.2,36713,10.0.0.1,5001,3,17.0-18.0,5767168,46137344
20170824224015,10.0.0.2,36713,10.0.0.1,5001,3,18.0-19.0,5767168,46137344
20170824224016,10.0.0.2,36713,10.0.0.1,5001,3,19.0-20.0,4849664,38797312
20170824224016,10.0.0.2,36713,10.0.0.1,5001,3,20.0-21.0,5242880,41943040
20170824224017,10.0.0.2,36713,10.0.0.1,5001,3,21.0-22.0,5242880,41943040
20170824224019,10.0.0.2,36713,10.0.0.1,5001,3,22.0-23.0,4718592,37748736
20170824224020,10.0.0.2,36713,10.0.0.1,5001,3,23.0-24.0,5373952,42991616
20170824224021,10.0.0.2,36713,10.0.0.1,5001,3,24.0-25.0,5242880,41943040
20170824224022,10.0.0.2,36713,10.0.0.1,5001,3,25.0-26.0,5767168,46137344
20170824224022,10.0.0.2,36713,10.0.0.1,5001,3,26.0-27.0,5242880,41943040
20170824224024,10.0.0.2,36713,10.0.0.1,5001,3,27.0-28.0,5767168,46137344
20170824224025,10.0.0.2,36713,10.0.0.1,5001,3,28.0-29.0,5242880,41943040
20170824224026,10.0.0.2,36713,10.0.0.1,5001,3,29.0-30.0,5767168,46137344
20170824224027,10.0.0.2,36713,10.0.0.1,5001,3,30.0-31.0,5767168,46137344
20170824224028,10.0.0.2,36713,10.0.0.1,5001,3,31.0-32.0,5767168,46137344
20170824224029,10.0.0.2,36713,10.0.0.1,5001,3,32.0-33.0,5636096,45088768
20170824224030,10.0.0.2,36713,10.0.0.1,5001,3,33.0-34.0,5767168,46137344
20170824224031,10.0.0.2,36713,10.0.0.1,5001,3,34.0-35.0,5767168,46137344
20170824224032,10.0.0.2,36713,10.0.0.1,5001,3,35.0-36.0,5767168,46137344
20170824224033,10.0.0.2,36713,10.0.0.1,5001,3,36.0-37.0,5898240,47185920
20170824224034,10.0.0.2,36713,10.0.0.1,5001,3,37.0-38.0,5898240,47185920
20170824224034,10.0.0.2,36713,10.0.0.1,5001,3,38.0-39.0,5373952,42991616
20170824224036,10.0.0.2,36713,10.0.0.1,5001,3,39.0-40.0,5898240,47185920
20170824224037,10.0.0.2,36713,10.0.0.1,5001,3,40.0-41.0,5898240,47185920
20170824224038,10.0.0.2,36713,10.0.0.1,5001,3,41.0-42.0,6029312,48234496
20170824224039,10.0.0.2,36713,10.0.0.1,5001,3,42.0-43.0,5898240,47185920
20170824224040,10.0.0.2,36713,10.0.0.1,5001,3,43.0-44.0,5373952,42991616
20170824224041,10.0.0.2,36713,10.0.0.1,5001,3,44.0-45.0,5898240,47185920
20170824224042,10.0.0.2,36713,10.0.0.1,5001,3,45.0-46.0,5373952,42991616
20170824224043,10.0.0.2,36713,10.0.0.1,5001,3,46.0-47.0,5373952,42991616
20170824224043,10.0.0.2,36713,10.0.0.1,5001,3,47.0-48.0,3801088,30408704
20170824224045,10.0.0.2,36713,10.0.0.1,5001,3,48.0-49.0,4849664,38797312
20170824224046,10.0.0.2,36713,10.0.0.1,5001,3,49.0-50.0,4849664,38797312
20170824224047,10.0.0.2,36713,10.0.0.1,5001,3,50.0-51.0,5373952,42991616
20170824224047,10.0.0.2,36713,10.0.0.1,5001,3,51.0-52.0,5373952,42991616
20170824224048,10.0.0.2,36713,10.0.0.1,5001,3,52.0-53.0,5373952,42991616
20170824224050,10.0.0.2,36713,10.0.0.1,5001,3,53.0-54.0,5898240,47185920
20170824224051,10.0.0.2,36713,10.0.0.1,5001,3,54.0-55.0,5373952,42991616
20170824224051,10.0.0.2,36713,10.0.0.1,5001,3,55.0-56.0,5373952,42991616
20170824224053,10.0.0.2,36713,10.0.0.1,5001,3,56.0-57.0,5898240,47185920
