20170824223453,10.0.0.2,36240,10.0.0.1,5001,3,0.0-1.0,1310720,10485760
20170824223453,10.0.0.2,36240,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20170824223454,10.0.0.2,36240,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20170824223456,10.0.0.2,36240,10.0.0.1,5001,3,3.0-4.0,1310720,10485760
20170824223457,10.0.0.2,36240,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20170824223457,10.0.0.2,36240,10.0.0.1,5001,3,5.0-6.0,1048576,8388608
20170824223459,10.0.0.2,36240,10.0.0.1,5001,3,6.0-7.0,1310720,10485760
20170824223500,10.0.0.2,36240,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20170824223501,10.0.0.2,36240,10.0.0.1,5001,3,8.0-9.0,1048576,8388608
20170824223501,10.0.0.2,36240,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20170824223503,10.0.0.2,36240,10.0.0.1,5001,3,10.0-11.0,1310720,10485760
20170824223504,10.0.0.2,36240,10.0.0.1,5001,3,11.0-12.0,1048576,8388608
20170824223504,10.0.0.2,36240,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20170824223505,10.0.0.2,36240,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20170824223507,10.0.0.2,36240,10.0.0.1,5001,3,14.0-15.0,1310720,10485760
20170824223508,10.0.0.2,36240,10.0.0.1,5001,3,15.0-16.0,1048576,8388608
20170824223508,10.0.0.2,36240,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20170824223510,10.0.0.2,36240,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20170824223510,10.0.0.2,36240,10.0.0.1,5001,3,18.0-19.0,1048576,8388608
20170824223512,10.0.0.2,36240,10.0.0.1,5001,3,19.0-20.0,1310720,10485760
20170824223512,10.0.0.2,36240,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20170824223514,10.0.0.2,36240,10.0.0.1,5001,3,21.0-22.0,1310720,10485760
20170824223514,10.0.0.2,36240,10.0.0.1,5001,3,22.0-23.0,917504,7340032
20170824223516,10.0.0.2,36240,10.0.0.1,5001,3,23.0-24.0,1310720,10485760
20170824223517,10.0.0.2,36240,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20170824223517,10.0.0.2,36240,10.0.0.1,5001,3,25.0-26.0,1048576,8388608
20170824223518,10.0.0.2,36240,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20170824223519,10.0.0.2,36240,10.0.0.1,5001,3,27.0-28.0,1048576,8388608
20170824223521,10.0.0.2,36240,10.0.0.1,5001,3,28.0-29.0,1310720,10485760
20170824223521,10.0.0.2,36240,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20170824223523,10.0.0.2,36240,10.0.0.1,5001,3,30.0-31.0,1310720,10485760
20170824223524,10.0.0.2,36240,10.0.0.1,5001,3,31.0-32.0,1048576,8388608
20170824223525,10.0.0.2,36240,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20170824223525,10.0.0.2,36240,10.0.0.1,5001,3,33.0-34.0,1048576,8388608
20170824223527,10.0.0.2,36240,10.0.0.1,5001,3,34.0-35.0,1310720,10485760
20170824223528,10.0.0.2,36240,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20170824223528,10.0.0.2,36240,10.0.0.1,5001,3,36.0-37.0,1048576,8388608
20170824223530,10.0.0.2,36240,10.0.0.1,5001,3,37.0-38.0,1310720,10485760
20170824223531,10.0.0.2,36240,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20170824223531,10.0.0.2,36240,10.0.0.1,5001,3,39.0-40.0,1048576,8388608
20170824223533,10.0.0.2,36240,10.0.0.1,5001,3,40.0-41.0,1310720,10485760
20170824223534,10.0.0.2,36240,10.0.0.1,5001,3,41.0-42.0,1048576,8388608
20170824223535,10.0.0.2,36240,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20170824223535,10.0.0.2,36240,10.0.0.1,5001,3,43.0-44.0,1048576,8388608
20170824223537,10.0.0.2,36240,10.0.0.1,5001,3,44.0-45.0,1310720,10485760
20170824223538,10.0.0.2,36240,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20170824223538,10.0.0.2,36240,10.0.0.1,5001,3,46.0-47.0,1048576,8388608
20170824223540,10.0.0.2,36240,10.0.0.1,5001,3,47.0-48.0,1310720,10485760
20170824223541,10.0.0.2,36240,10.0.0.1,5001,3,48.0-49.0,1048576,8388608
20170824223541,10.0.0.2,36240,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20170824223543,10.0.0.2,36240,10.0.0.1,5001,3,50.0-51.0,1310720,10485760
20170824223544,10.0.0.2,36240,10.0.0.1,5001,3,51.0-52.0,1048576,8388608
20170824223545,10.0.0.2,36240,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20170824223545,10.0.0.2,36240,10.0.0.1,5001,3,53.0-54.0,1048576,8388608
20170824223546,10.0.0.2,36240,10.0.0.1,5001,3,54.0-55.0,1310720,10485760
20170824223547,10.0.0.2,36240,10.0.0.1,5001,3,55.0-56.0,1048576,8388608
20170824223549,10.0.0.2,36240,10.0.0.1,5001,3,56.0-57.0,1310720,10485760
20170824223549,10.0.0.2,36240,10.0.0.1,5001,3,57.0-58.0,1048576,8388608
20170824223551,10.0.0.2,36240,10.0.0.1,5001,3,58.0-59.0,1310720,10485760
20170824223552,10.0.0.2,36240,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20170824223552,10.0.0.2,36240,10.0.0.1,5001,3,0.0-60.3,70909952,9412715
